name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color
HR 3634,Lam Vel,136.9992,-43.4325, 2.21,STAR K4I,1.66,,0.94,e,1.81
HR 3635,,137.4433,11.5644, 6.48,STAR F2V,0.34,,,,-0.1
HR 3636,,137.2979,-12.3578, 5.77,STAR G6III,0.94,,,,
HR 3637,,137.1812,-26.7678, 6.15,STAR A4IV,0.17,,,,
HR 3638,,137.2679,-18.3286, 5.73,STAR A2V,0,,,,0.01
HR 3639,,137.6613,30.9631, 5.95,STAR M6III,1.67,,2.33,,1.03
HR 364,87    Psc,18.5317,16.1336, 5.98,STAR B8III,-0.08,,,,-0.41
HR 3640,79    Cnc,137.5871,21.9964, 6.01,STAR G5III,0.9,,,,
HR 3641,20    Hya,137.3979,-8.7878, 5.46,STAR G8II,1.01,,,,0.78
HR 3642,,136.4096,-70.5389, 4.71,STAR B2IV,-0.15,,-0.14,,-0.81
HR 3643,,136.2867,-72.6028, 4.48,STAR F9II,0.61,,0.31,,0.22
HR 3644,Eps Pyx,137.485,-30.3653, 5.59,STAR A4IV,0.19,,0.07,,0.16
HR 3645,,138.9692,72.9461, 5.96,STAR F0III,0.18,,,,0.13
HR 3646,,137.5958,-23.1767, 6.53,STAR A1V,0,,,,
HR 3647,,137.4379,-49.4247, 6.48,STAR A9V,0.17,,,,
HR 3648,16    UMa,138.5858,61.4233, 5.13,STAR F9V,0.58,,,,0.1
HR 3649,,137.9817,5.4683, 6.35,STAR A9IV,0.32,,,,0.01
HR 365,,19.0504,71.7439, 7.83,STAR K1V,0.78,,,,0.35
HR 3650,81Pi 1Cnc,138.0733,14.9961, 6.51,STAR G9V,0.73,,0.38,,0.25
HR 3651,,138.0538,3.8672, 6.14,STAR A0V,-0.01,,,,0.01
HR 3652,36    Lyn,138.4508,43.2178, 5.32,STAR B8III,-0.14,,,,-0.48
HR 3653,,137.9946,-19.7478, 5.73,STAR G9III,0.98,,,,
HR 3654,,137.7683,-44.8681, 5.00,STAR B5I,0.23,,0.22,,-0.57
HR 3655,21    Hya,138.1083,-7.1097, 6.11,STAR A3III,0.22,,0.12,,0.12
HR 3656,,137.9208,-39.2589, 6.00,STAR B6V,-0.11,,,,
HR 3657,,138.4054,21.2833, 6.48,STAR A2V,0.02,,,,0.06
HR 3658,,137.8883,-46.5839, 5.79,STAR B2III,-0.21,C,-0.12,,-0.84
HR 3659,,137.7417,-58.9669, 3.44,STAR B2IV,-0.19,,-0.19,e,-0.7
HR 366,37    Cet,18.6,-7.9231, 5.13,STAR F5V,0.46,,,,-0.05
HR 3660,17    UMa,138.9579,56.7414, 5.27,STAR K5III,1.56,,0.88,,1.87
HR 3661,,138.1275,-43.6136, 5.57,STAR B8V,-0.11,C,-0.06,,-0.47
HR 3662,18    UMa,139.0471,54.0219, 4.83,STAR A5V,0.19,,0.09,,0.08
HR 3663,,137.8192,-62.3172, 3.97,STAR B3III,-0.18,,-0.18,v,-0.67
HR 3664,,138.8096,34.6336, 5.97,STAR G6III,0.86,,0.47,,0.37
HR 3665,22The Hya,138.5912,2.3142, 3.88,STAR B9V,-0.06,,-0.05,,-0.12
HR 3666,,139.9825,74.0164, 6.50,STAR G8III,,,,,
HR 3667,,138.3579,-38.6164, 6.31,STAR A0V,0,,,,0.01
HR 3668,,138.3275,-42.2736, 6.29,STAR K2III,1.25,,,,
HR 3669,82Pi 2Cnc,138.8075,14.9414, 5.34,STAR K1III,1.32,,,,1.33
HR 367,88    Psc,18.6767,6.9953, 6.03,STAR,1.08,,,,1.02
HR 3670,,138.3938,-47.3386, 5.92,STAR B9V,-0.05,C,-0.01,v,-0.1
HR 3671,NGC 2808,138.01167,-64.86333,,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,,,,,
HR 3672,,138.5342,-44.1458, 5.85,STAR B5IV,-0.12,C,-0.06,,-0.5
HR 3673,,138.2317,-59.4144, 5.54,STAR G6II,0.85,,,,
HR 3674,,138.6021,-43.2275, 5.25,STAR B4V,-0.14,C,-0.07,,-0.56
HR 3675,,138.8537,-15.0247, 6.35,STAR A0V,0.02,,,,0
HR 3676,,139.38,46.8172, 5.97,STAR A1V,0.04,,,,0.05
HR 3677,,138.7383,-37.6025, 5.86,STAR G0V,0.83,,,,
HR 3678,Zet Oct,134.1712,-85.6631, 5.42,STAR A8IV,0.31,,,,0.07
HR 3679,,138.575,-55.5697, 5.27,STAR G8II,0.99,,,,
HR 368,38    Cet,18.705,-0.9739, 5.70,STAR F5V,0.42,,,,-0.02
HR 3680,,138.8108,-45.5556, 6.25,STAR B8V,-0.08,C,-0.02,,-0.26
HR 3681,23    Hya,139.1738,-6.3531, 5.24,STAR K2III,1.17,,,,1.22
HR 3682,,138.9029,-38.57, 4.94,STAR K0III,1.11,,0.57,,1.06
HR 3683,24    Hya,139.1721,-8.7447, 5.47,STAR B9III,-0.09,,,,-0.3
HR 3684,,138.9379,-37.4133, 4.62,STAR F5III,0.45,,0.28,,0.1
HR 3685,Bet Car,138.3,-69.7172, 1.68,STAR A2IV,0,,0.02,v,0.03
HR 3686,,139.6083,35.3642, 5.75,STAR A8V,,,,,
HR 3687,,139.2812,-14.5736, 5.84,STAR,1.06,,,,0.9
HR 3688,,139.0175,-44.8986, 6.04,STAR A1I,0.28,C,0.22,,-0.13
HR 3689,,139.4642,11.5011, 6.41,STAR A2IV,0.07,,,,0.11
HR 369,,19.1021,48.0822, 6.61,STAR B9III,-0.05,,,,-0.34
HR 3690,38    Lyn,139.7112,36.8025, 3.82,STAR A3V,0.06,,0.03,,0.06
HR 3691,,138.8229,-58.3886, 6.02,STAR B7IV,-0.1,,-0.11,,-0.43
HR 3692,,139.0963,-44.2658, 5.12,STAR K3I,1.67,C,0.79,,1.94
HR 3693,,138.8958,-57.5781, 6.32,STAR G8II,1.04,,,,
HR 3694,,139.2383,-39.4014, 5.33,STAR K5III,1.17,,,,
HR 3695,,138.0513,-76.6631, 6.14,STAR K1III,1.09,,,,0.99
HR 3696,,139.0508,-57.5414, 4.34,STAR M1III,1.63,,1.03,,1.98
HR 3697,,140.1825,51.2661, 6.13,STAR F3V,0.42,,,,-0.11
HR 3698,,140.4304,56.6992, 5.47,STAR M4III,1.61,,,,
HR 3699,Iot Car,139.2725,-59.2753, 2.25,STAR A8I,0.18,,0.2,,0.16
HR 37,,3.0417,-17.9383, 5.25,STAR K5III,1.48,,,,1.63
HR 370,Nu  Phe,18.7962,-45.5314, 4.96,STAR F8V,0.58,,0.36,,0.11
HR 3700,,139.4263,-54.4953, 6.33,STAR K3III,1.41,,,,
HR 3701,,140.2471,38.1883, 6.12,STAR F2V,0.38,,,,-0.06
HR 3702,,139.8904,-11.3142, 6.62,STAR A2V,0.08,,,,
HR 3703,,139.5242,-51.0511, 5.26,STAR B7III,-0.07,,,,-0.38
HR 3704,,139.8883,-15.8344, 5.78,STAR K4III,1.29,,,,1.39
HR 3705,40Alp Lyn,140.2637,34.3925, 3.13,STAR K7III,1.55,,0.9,e,1.94
HR 3706,26    Hya,139.9433,-11.975, 4.79,STAR G8III,0.93,,0.47,,0.64
HR 3707,,140.3633,32.9019, 6.16,STAR K3III,1.09,,,,1.04
HR 3708,,139.6758,-51.5606, 5.87,STAR B6I,0.54,,,,-0.38
HR 3709,27    Hya,140.1208,-9.5558, 4.80,STAR G8III,0.93,,0.44,,0.67
HR 371,,19.0783,33.1147, 6.02,STAR K1III,1.15,,,,
HR 3710,,139.9496,-34.1033, 6.39,STAR B8V,-0.1,,,,
HR 3711,,140.3142,15.3711, 6.53,STAR A1V,-0.01,,,,0.03
HR 3712,,139.3217,-68.6894, 5.39,STAR F4V,0.42,,,,-0.03
HR 3713,,139.4654,-67.0508, 6.11,STAR K2III,1.26,,,,1.1
HR 3714,,140.2312,-15.6178, 6.33,STAR,0.46,,,,0.02
HR 3715,,140.1842,-31.7606, 6.82,STAR B9V,0,,,,-0.04
HR 3716,,140.1233,-37.5814, 6.05,STAR K3III,1.39,,,,
HR 3717,,139.8858,-55.1867, 6.28,STAR B5V,-0.1,,-0.06,,-0.57
HR 3718,The Pyx,140.3733,-25.9656, 4.72,STAR M1III,1.63,,1.08,,2.02
HR 3719,,141.965,75.0983, 6.29,STAR A5V,0.07,,,,0.11
HR 372,,19.2712,44.9019, 6.34,STAR K5,,,,,
HR 3720,,139.3558,-74.8944, 5.29,STAR A1V,0.02,,,,0.04
HR 3721,,139.3642,-74.7347, 5.86,STAR A0V,-0.02,,,,-0.04
HR 3722,,141.4342,63.9408, 6.28,STAR K2III,1.46,,,,1.74
HR 3723,,140.8825,25.1831, 6.41,STAR G5IV,0.82,,,,0.52
HR 3724,,140.7121,-9.8389, 6.53,STAR A5,0.22,,,,0.11
HR 3725,,141.2321,51.5739, 6.31,STAR G2III,0.75,,,,
HR 3726,,140.4621,-42.195, 5.58,STAR M1III,1.63,,,,1.94
HR 3727,,141.0938,36.5869, 6.67,STAR F0V,0.21,,,,0.1
HR 3728,,140.2367,-62.4047, 4.81,STAR G6III,0.94,,0.54,,0.62
HR 3729,,140.6529,-39.7747, 6.54,STAR K1III,1.13,,,,
HR 373,39    Cet,19.1513,-2.5003, 5.41,STAR G5III,0.9,,,,0.44
HR 3730,,140.6,-46.0475, 5.75,STAR G6III,0.92,C,0.43,,0.65
HR 3731,1Kap Leo,141.1638,26.1822, 4.46,STAR K2III,1.23,,0.63,,1.31
HR 3732,,140.4583,-55.515, 5.63,STAR A3IV,0.19,,,,0.11
HR 3733,Lam Pyx,140.8013,-28.8339, 4.69,STAR G8III,0.92,,0.47,,0.63
HR 3734,Kap Vel,140.5283,-55.0108, 2.50,STAR B2IV,-0.18,,-0.19,,-0.75
HR 3735,,140.9367,-37.7572, 6.48,STAR A1,0.18,,,,
HR 3736,,141.3854,16.5856, 6.29,STAR,0.97,,,,
HR 3737,,141.0679,-39.4258, 6.06,STAR A7V,0.2,,0.12,,0.1
HR 3738,28    Hya,141.35,-5.1175, 5.59,STAR K5III,1.52,,,,1.82
HR 3739,,140.9979,-51.7372, 6.08,STAR A7I,0.57,,,,0.37
HR 374,,19.3504,31.7447, 6.73,STAR K0,,,,,
HR 3740,,140.8642,-60.3025, 6.30,STAR K1II,1.48,,,,1.68
HR 3741,,141.5929,-1.4639, 6.01,STAR K2III,1.32,,,,1.44
HR 3742,,141.0237,-61.6489, 5.99,STAR K0III,1.06,,,,
HR 3743,,142.1667,45.6014, 5.41,STAR K0III,0.98,,,,0.74
HR 3744,29    Hya,141.8108,-9.2236, 6.54,STAR A2V,0.05,,,,0.02
HR 3745,,141.6867,-28.7875, 6.10,STAR B6V,-0.1,,,v,-0.55
HR 3746,,141.6187,-40.5019, 6.20,STAR A7III,0.25,,,,
HR 3747,,142.4483,55.7456, 6.45,STAR F3V,,,,,
HR 3748,30Alp Hya,141.8967,-8.6586, 1.98,STAR K3II,1.44,,0.77,,1.72
HR 3749,,141.8267,-22.3439, 4.69,STAR K2III,1.14,,0.56,,1.15
HR 375,,20.0812,77.5706, 6.31,STAR G5III,0.92,,,,
HR 3750,,141.945,-6.0711, 5.38,STAR G2V,0.64,,,,0.13
HR 3751,,144.2717,81.3264, 4.29,STAR K3III,1.48,,0.74,,1.72
HR 3752,,141.3629,-61.9503, 5.77,STAR A4V,0.15,,,,0.13
HR 3753,,141.5754,-53.3792, 5.11,STAR B6V,-0.11,,,,-0.5
HR 3754,2Ome Leo,142.1146,9.0567, 5.41,STAR F9V,0.6,,,,0.14
HR 3755,3    Leo,142.1217,8.1883, 5.71,STAR K0III,1.04,,,,0.9
HR 3756,,141.91,-35.0078, 6.65,STAR A3,0.2,,,,
HR 3757,23    UMa,142.8821,63.0619, 3.67,STAR F0IV,0.33,,0.18,,0.1
HR 3758,,142.2592,-1.2569, 6.27,STAR F0V,0.27,,,,0.11
HR 3759,31Tau1Hya,142.2871,-2.7689, 4.60,STAR F6V,0.46,,0.22,,0
HR 376,,19.5425,47.4197, 6.25,STAR K0,1.35,,,,
HR 3760,,142.3521,-2.2053, 6.14,STAR F0III,0.22,,,,0.16
HR 3761,,141.6842,-64.9297, 6.05,STAR A3V,0.15,,,,0.1
HR 3762,,142.385,-4.2472, 6.26,STAR G6IV,0.84,,,,0.4
HR 3763,,142.3025,-20.7486, 5.66,STAR M1III,1.6,,,,1.85
HR 3764,7    LMi,142.68,33.6556, 5.85,STAR,1.05,,,,
HR 3765,Eps Ant,142.3112,-35.9514, 4.51,STAR K3III,1.44,,0.76,,1.68
HR 3766,,142.3179,-38.4039, 6.19,STAR A7V,0.22,,,,
HR 3767,,142.4579,-23.3453, 6.24,STAR K0,1.57,,,,1.83
HR 3768,22    UMa,143.7233,72.2056, 5.72,STAR F7V,0.48,,,,-0.01
HR 3769,8    LMi,142.885,35.1031, 5.37,STAR M1III,1.53,,,,1.81
HR 377,Kap Tuc,18.9421,-68.8761, 4.86,STAR F6IV,0.47,,0.22,,0.03
HR 3770,,142.4771,-26.5897, 5.48,STAR K3III,1.36,,,,1.52
HR 3771,24    UMa,143.6204,69.8303, 4.56,STAR G4III,0.77,,0.41,,0.34
HR 3772,,142.5942,-15.5772, 5.85,STAR,1.2,,,,1.22
HR 3773,4Lam Leo,142.93,22.9681, 4.31,STAR K5III,1.54,,0.89,v,1.89
HR 3774,,144.0283,74.3178, 6.46,STAR B9V,-0.1,,,,-0.33
HR 3775,25The UMa,143.2142,51.6772, 3.17,STAR F6IV,0.46,,0.27,,0.02
HR 3776,,142.1958,-62.2731, 5.92,STAR K1III,1.1,,,,0.97
HR 3777,,141.7767,-71.6022, 5.47,STAR K2III,1.08,E,0.38,,0.98
HR 3778,,143.28,49.4386, 6.76,STAR A4V,,,,,
HR 3779,6    Leo,142.99,9.7158, 5.07,STAR K2III,1.37,,,,1.53
HR 378,89    Psc,19.45,3.6144, 5.16,STAR A3V,0.07,,0.03,,0.08
HR 3780,Zet1Ant,142.6892,-31.8914, 7.00,STAR A2V,0.09,,,,0.09
HR 3781,Zet1Ant,142.6921,-31.8894, 6.18,STAR A0V,0.03,,,,0.03
HR 3782,5Xi  Leo,142.9863,11.2997, 4.97,STAR K0III,1.05,,0.52,,0.86
HR 3783,,142.1275,-66.7019, 5.91,STAR A0V,0.01,,,,-0.02
HR 3784,,142.5217,-51.5172, 5.45,STAR B8V,-0.1,,,,-0.42
HR 3785,,142.9121,-10.5522, 6.14,STAR F0V,0.24,,,,0.1
HR 3786,Psi Vel,142.675,-40.4667, 3.60,STAR F3IV,0.36,,0.22,,-0.03
HR 3787,32Tau2Hya,142.9954,-1.185, 4.57,STAR A3V,0.1,,0.06,,0.09
HR 3788,,142.9825,-10.3706, 6.13,STAR K0,1.19,,,,1.17
HR 3789,Zet2Ant,142.8842,-31.8719, 5.93,STAR A9IV,0.26,,0.14,,0.16
HR 379,,19.6958,37.3861, 6.46,STAR A5,0.23,,0.11,,0.14
HR 3790,,142.8871,-35.715, 5.87,STAR K4III,1.29,,,,1.47
HR 3791,9    LMi,143.3763,36.4869, 6.18,STAR,1.27,,,,
HR 3792,,143.3262,28.3681, 6.53,STAR A3V,0.12,,,,0.1
HR 3793,,142.5975,-58.3617, 5.88,STAR M2III,1.7,,,,1.68
HR 3794,,143.1725,1.8642, 6.11,STAR F7IV,0.62,,,,0.27
HR 3795,Iot Cha,141.0379,-80.7869, 5.36,STAR F3IV,0.45,,,v,0.06
HR 3796,,143.085,-19.4003, 5.74,STAR A5V,0.14,,0.04,,0.12
HR 3797,,143.5817,46.9022, 6.52,STAR F0V,0.22,,,,0.09
HR 3798,,143.0771,-28.6281, 6.46,STAR A9V,0.33,,,,
HR 3799,26    UMa,143.7063,52.0514, 4.50,STAR A2V,0.01,,0.01,,0.04
HR 38,,3.21,37.6933, 6.73,STAR B2V,-0.13,,,,-0.7
HR 380,,19.265,-66.3981, 6.24,STAR A0V,0.05,,,,-0.02
HR 3800,10    LMi,143.5558,36.3975, 4.55,STAR G8III,0.92,,0.46,,0.62
HR 3801,,143.2587,-8.5053, 6.12,STAR K0,0.98,,,,0.71
HR 3802,,143.2325,-13.5169, 5.94,STAR K5III,1.5,,,,1.74
HR 3803,,142.8054,-57.0344, 3.13,STAR K5III,1.55,,0.89,,1.89
HR 3804,,143.4962,23.4539, 6.25,STAR,1.46,,,,
HR 3805,,143.3338,-7.19, 6.24,STAR K0,1.17,,,,1.25
HR 3806,,144.4842,73.0806, 6.42,STAR F2V,,,,,
HR 3807,,143.0804,-40.6494, 5.35,STAR G8III,0.9,,,,
HR 3808,,143.3021,-21.1158, 5.01,STAR K0IV,1.02,,,,0.87
HR 3809,,143.7658,39.6214, 4.81,STAR G9III,0.99,,0.53,,0.76
HR 381,,20.4963,76.2389, 6.38,STAR F0IV,0.28,,,,0.07
HR 3810,,143.3592,-22.8639, 5.91,STAR A0V,0.02,,,,
HR 3811,,143.8433,39.9633, 6.76,STAR F2V,0.35,,,,0
HR 3812,,143.2825,-39.1289, 6.43,STAR F0IV,0.33,,,,
HR 3813,,142.8871,-66.7194, 6.27,STAR K1III,1.35,,,,1.38
HR 3814,33    Hya,143.6362,-5.915, 5.56,STAR K1III,1.16,E,0.41,,1.13
HR 3815,11    LMi,143.915,35.8103, 5.41,STAR G8V,0.77,,0.37,,0.44
HR 3816,,143.0608,-62.7889, 6.10,STAR M6III,1.43,,2.51,v,0.23
HR 3817,,143.4354,-49.005, 5.12,STAR B4IV,-0.12,,,,-0.58
HR 3818,7    Leo,143.9704,14.3797, 6.36,STAR A1V,0.01,,,,0.03
HR 3819,,143.5367,-51.2553, 5.01,STAR B1IV,-0.18,,,,-0.94
HR 382,34Phi Cas,20.0204,58.2317, 4.98,STAR F0I,0.68,,0.56,,0.49
HR 3820,,144.1788,31.1617, 5.56,STAR M2III,1.59,,,,1.86
HR 3821,,142.9012,-73.0808, 5.47,STAR K4III,1.56,,,,1.75
HR 3822,,143.8904,-19.5836, 6.31,STAR A2V,0.06,,,,0.03
HR 3823,,143.7992,-35.8239, 6.49,STAR F7III,0.42,,,,
HR 3824,,144.8663,67.2722, 5.94,STAR K5,1.52,,,,
HR 3825,,143.6113,-59.2294, 4.08,STAR B5II,0.01,,0.01,,-0.56
HR 3826,8    Leo,144.2608,16.4378, 5.69,STAR,1.25,,,,
HR 3827,10    Leo,144.3029,6.8358, 5.00,STAR K1III,1.05,,,v,0.87
HR 3828,,144.1404,-24.7028, 6.53,STAR F2,0.38,,,,
HR 3829,42    Lyn,144.5904,40.2397, 5.25,STAR F0V,0.22,,,,0.12
HR 383,90Ups Psc,19.8667,27.2642, 4.76,STAR A3V,0.03,,0.05,,0.1
HR 3830,,144.2508,-25.2967, 5.70,STAR,1.12,,,,
HR 3831,,144.1054,-48.7514, 6.17,STAR A0,0.27,,,,0.15
HR 3832,34    Hya,144.4646,-9.4244, 6.40,STAR A1V,-0.04,,,,-0.09
HR 3833,,144.2912,-32.1786, 5.63,STAR K0III,1.02,,,,
HR 3834,,144.6138,4.6492, 4.68,STAR K3III,1.32,,0.71,,1.46
HR 3835,,144.3679,-36.0958, 5.98,STAR K2III,1.12,,,,
HR 3836,,144.2067,-49.3553, 4.35,STAR A5IV,0.17,,0.1,,0.13
HR 3837,,144.1929,-52.9442, 6.19,STAR K0III,1.05,,,,0.89
HR 3838,,145.5617,69.2375, 5.69,STAR,1.14,,,,
HR 3839,27    UMa,145.7383,72.2525, 5.17,STAR K0III,1.04,,,,0.9
HR 384,35    Cas,20.2717,64.6583, 6.34,STAR A2V,0.09,,,,
HR 3840,,144.3013,-53.6686, 5.45,STAR A2V,0.15,,,,0.08
HR 3841,,144.0213,-64.9506, 6.56,STAR A2V,0.1,,,,0.11
HR 3842,,144.5063,-43.1911, 5.50,STAR G8II,1,C,0.43,,0.68
HR 3843,,146.3783,78.1347, 6.23,STAR K2III,1.35,,,,
HR 3844,,144.6696,-39.6142, 6.70,STAR F5,0.49,,,,
HR 3845,35Iot Hya,144.9642,-1.1428, 3.91,STAR K2III,1.32,,0.67,,1.46
HR 3846,37    Hya,144.9475,-10.5703, 6.31,STAR A0V,-0.03,,,,-0.14
HR 3847,,146.825,79.1367, 6.17,STAR F0V,0.25,,,,0.12
HR 3848,,145.0838,-10.7692, 6.37,STAR A2V,0.08,,,,
HR 3849,38Kap Hya,145.0767,-14.3322, 5.06,STAR B5V,-0.15,,-0.15,,-0.57
HR 385,42    Cet,19.9513,-0.5089, 5.87,STAR G8III,0.64,,,,0.32
HR 3850,,145.3967,31.2781, 5.89,STAR K6III,1.6,,0.97,,1.77
HR 3851,43    Lyn,145.5013,39.7578, 5.62,STAR G8III,0.95,,0.46,,0.68
HR 3852,14Omi Leo,145.2875,9.8922, 3.52,STAR F6II,0.49,,0.23,,0.21
HR 3853,13    Leo,145.4104,25.9128, 6.24,STAR,1.25,,0.66,,
HR 3854,,145.6796,48.4311, 6.39,STAR A1V,-0.01,,,,0
HR 3855,,145.7792,54.3636, 6.47,STAR A5,0.13,,0.02,,0.09
HR 3856,,144.8375,-61.3281, 4.52,STAR B9IV,-0.07,,-0.08,,-0.21
HR 3857,13    LMi,145.6779,35.0933, 6.14,STAR F3V,0.36,,,,0
HR 3858,,145.3208,-23.5917, 4.77,STAR B6V,-0.12,,-0.09,v,-0.58
HR 3859,,146.1529,64.9839, 6.17,STAR F3V,,,,,
HR 386,,20.945,78.7258, 6.07,STAR A0I,0.39,,,,-0.08
HR 3860,Zet Cha,143.4717,-80.9414, 5.11,STAR B5V,-0.14,,-0.18,,-0.57
HR 3861,15    Leo,145.8887,29.9744, 5.64,STAR A2IV,0.12,,0.03,,0.08
HR 3862,,145.56,-23.9156, 4.94,STAR F9IV,0.53,,0.28,,0
HR 3863,,145.1771,-57.9836, 5.32,STAR A3IV,0.2,,,,0.1
HR 3864,,145.2592,-57.2597, 5.80,STAR K0III,1.09,,,,0.98
HR 3865,28    UMa,146.4808,63.6533, 6.34,STAR F2V,0.31,,,,-0.02
HR 3866,16Psi Leo,145.9329,14.0217, 5.35,STAR M2III,1.63,,,,1.95
HR 3867,,145.6725,-35.5017, 6.41,STAR A0,-0.06,,,,-0.37
HR 3868,,145.4492,-55.2142, 6.00,STAR B4V,-0.13,,,,-0.58
HR 3869,,146.125,18.8636, 6.50,STAR K0,,,,,
HR 387,,20.1437,-3.2469, 6.23,STAR K1III,1.02,,,,0.84
HR 3870,,146.6321,57.1281, 5.20,STAR M3III,1.62,,,,1.8
HR 3871,The Ant,146.0504,-27.7694, 4.79,STAR A8V,0.51,,0.32,,0.35
HR 3872,,145.8646,-51.2283, 6.15,STAR B6V,-0.1,,,,-0.46
HR 3873,17Eps Leo,146.4629,23.7742, 2.98,STAR G1II,0.8,,0.44,,0.47
HR 3874,,146.0658,-39.5711, 6.82,STAR F2V,0.3,,,,
HR 3875,,145.9258,-53.8917, 5.56,STAR A0IV,-0.04,,-0.07,,-0.08
HR 3876,,146.5417,6.7086, 5.79,STAR M1III,1.64,E,0.81,,1.96
HR 3877,18    Leo,146.5971,11.81, 5.63,STAR,1.49,,,,
HR 3878,,146.3408,-30.2028, 6.45,STAR B0III,-0.13,,,,-0.94
HR 3879,,146.5983,1.7856, 5.65,STAR F4IV,0.34,,,,0.12
HR 388,,20.1158,-11.2389, 6.15,STAR K1III,1.11,,,,1.03
HR 3880,19    Leo,146.8579,11.5683, 6.45,STAR A7V,0.43,,,,0.09
HR 3881,,147.1475,46.0211, 5.09,STAR G0V,0.62,,0.34,,0.1
HR 3882,,146.8896,11.4289, 6.02,STAR M8III,1.3,,3.24,v,-0.2
HR 3883,,146.4187,-57.1856, 6.46,STAR B8III,-0.11,,,,-0.58
HR 3884,,146.3117,-62.5078, 3.69,STAR G5I,1.22,,0.68,v,0.85
HR 3885,,147.5988,65.5933, 6.31,STAR A9V,0.28,,,,0.12
HR 3886,,146.6267,-44.755, 5.55,STAR B2IV,-0.18,,-0.15,,-0.72
HR 3887,,146.4808,-58.7942, 6.22,STAR F5IV,0.46,,,,
HR 3888,29Ups UMa,147.7475,59.0386, 3.80,STAR F2IV,0.29,,0.16,,0.1
HR 3889,20    Leo,147.4588,21.1794, 6.09,STAR A7IV,0.25,,,,0.18
HR 389,91    Psc,20.2808,28.7381, 5.23,STAR,1.39,,,,
HR 3890,Ups Car,146.7754,-65.0719, 3.01,STAR A6I,0.28,,,,0.18
HR 3891,Ups Car,146.7779,-65.0725, 6.26,STAR B7III,0.08,,,,-0.54
HR 3892,,147.3671,-37.1864, 5.97,STAR K1III,1.24,,,,
HR 3893,4    Sex,147.6254,4.3436, 6.24,STAR F7V,0.48,,,,-0.02
HR 3894,30Phi UMa,148.0267,54.0644, 4.59,STAR A3IV,0.03,,0,,0.08
HR 3895,,147.1667,-56.4119, 6.06,STAR K0III,0.94,,,,0.67
HR 3896,23    Leo,147.7583,13.0661, 6.46,STAR M0III,1.58,,,,1.92
HR 3897,,147.4637,-36.2686, 6.37,STAR K0III,1.01,,,,
HR 3898,,147.4879,-45.7328, 5.08,STAR B7III,-0.1,,,,
HR 3899,6    Sex,147.8083,-4.2433, 6.01,STAR A8III,0.17,,,,0.11
HR 39,88Gam Peg,3.3092,15.1836, 2.83,STAR B2IV,-0.23,,-0.19,,-0.87
HR 390,46Xi  And,20.585,45.5289, 4.88,STAR K0III,1.08,,0.53,,0.99
HR 3900,22    Leo,147.9708,24.3953, 5.32,STAR A5IV,0.23,,,,0.08
HR 3901,,147.84,-6.1817, 6.42,STAR F8V,0.58,,,,0.11
HR 3902,Nu  Cha,146.5858,-76.7761, 5.45,STAR G8III,0.89,,,,0.57
HR 3903,39Ups1Hya,147.8696,-14.8467, 4.12,STAR G7III,0.92,,0.47,,0.65
HR 3904,,147.675,-46.9344, 5.73,STAR K0III,1.08,,,,1.02
HR 3905,24Mu  Leo,148.1908,26.0069, 3.88,STAR K2III,1.22,,0.58,,1.39
HR 3906,7    Sex,148.0508,2.4542, 6.02,STAR A0V,-0.04,,,,-0.08
HR 3907,,148.05,0.0756, 6.35,STAR G9III,0.94,,,,0.69
HR 3908,,147.9983,-16.5347, 6.08,STAR K0,1.04,,,,2.12
HR 3909,8Gam Sex,148.1267,-8.105, 5.05,STAR A1V,0.04,,,,0.06
HR 391,,20.84,58.1431, 6.45,STAR F4V,,,,,
HR 3910,,147.8325,-46.1939, 5.62,STAR K2III,1.17,,,,1.16
HR 3911,,148.7642,61.1161, 6.27,STAR K0,1.05,,,,
HR 3912,,147.92,-46.5478, 4.58,STAR G5I,1.2,,0.63,,0.99
HR 3913,,147.8004,-59.4258, 5.79,STAR K2IV,1.36,,,,1.28
HR 3914,,147.7321,-62.7453, 5.57,STAR K1III,1.32,,,,1.31
HR 3915,,148.4288,5.9583, 5.95,STAR M2III,1.66,E,0.93,,1.94
HR 3916,,148.2417,-27.3322, 6.30,STAR G1V,0.62,,,,
HR 3917,31    UMa,148.9292,49.82, 5.27,STAR A3III,0.07,,,,0.12
HR 3918,,149.595,72.8794, 5.83,STAR,1.14,,,,
HR 3919,,148.5513,-25.9325, 4.88,STAR K2III,1.23,E,0.45,,1.3
HR 392,,20.6542,1.7264, 6.20,STAR K5III,1.52,E,0.63,,1.86
HR 3920,,148.25,-55.3733, 6.48,STAR B1IV,-0.14,,,,-0.86
HR 3921,,148.6321,-22.4883, 6.24,STAR A2,0.04,,,,
HR 3922,,149.3067,57.4183, 5.93,STAR G5III,0.89,,,,
HR 3923,,148.7175,-19.0094, 4.94,STAR M1III,1.57,E,0.74,,1.93
HR 3924,,148.4592,-51.1469, 5.93,STAR B2III,-0.15,,,,-0.73
HR 3925,,148.5733,-45.2839, 5.71,STAR B3V,-0.11,,-0.11,,-0.56
HR 3926,,149.1083,8.9331, 5.85,STAR,1.13,,,,1
